,iso_code,location,date,total_cases,new_cases,total_deaths,new_deaths,population
0,ABW,Aruba,2020-03-13,2,2,0,0,106766.0
1,ABW,Aruba,2020-03-20,4,2,0,0,106766.0
2,ABW,Aruba,2020-03-24,12,8,0,0,106766.0
3,ABW,Aruba,2020-03-25,17,5,0,0,106766.0
4,ABW,Aruba,2020-03-26,19,2,0,0,106766.0
5,ABW,Aruba,2020-03-27,28,9,0,0,106766.0
6,ABW,Aruba,2020-03-28,28,0,0,0,106766.0
7,ABW,Aruba,2020-03-29,28,0,0,0,106766.0
8,ABW,Aruba,2020-03-30,50,22,0,0,106766.0
9,ABW,Aruba,2020-04-01,55,5,0,0,106766.0
10,ABW,Aruba,2020-04-02,55,0,0,0,106766.0
11,ABW,Aruba,2020-04-03,60,5,0,0,106766.0
12,ABW,Aruba,2020-04-04,62,2,0,0,106766.0
13,ABW,Aruba,2020-04-05,64,2,0,0,106766.0
14,ABW,Aruba,2020-04-06,64,0,0,0,106766.0
15,ABW,Aruba,2020-04-07,71,7,0,0,106766.0
16,ABW,Aruba,2020-04-08,74,3,0,0,106766.0
17,ABW,Aruba,2020-04-09,77,3,0,0,106766.0
18,ABW,Aruba,2020-04-10,82,5,0,0,106766.0
19,ABW,Aruba,2020-04-11,86,4,0,0,106766.0
20,ABW,Aruba,2020-04-12,92,6,0,0,106766.0
21,ABW,Aruba,2020-04-13,92,0,0,0,106766.0
22,ABW,Aruba,2020-04-14,92,0,0,0,106766.0
23,ABW,Aruba,2020-04-15,92,0,0,0,106766.0
24,ABW,Aruba,2020-04-16,93,1,1,1,106766.0
25,ABW,Aruba,2020-04-17,95,2,1,0,106766.0
26,ABW,Aruba,2020-04-18,96,1,2,1,106766.0
27,ABW,Aruba,2020-04-19,96,0,2,0,106766.0
28,ABW,Aruba,2020-04-20,97,1,2,0,106766.0
29,ABW,Aruba,2020-04-21,97,0,2,0,106766.0
30,ABW,Aruba,2020-04-22,97,0,2,0,106766.0
31,ABW,Aruba,2020-04-23,100,3,2,0,106766.0
32,ABW,Aruba,2020-04-24,100,0,2,0,106766.0
33,ABW,Aruba,2020-04-25,100,0,2,0,106766.0
34,ABW,Aruba,2020-04-26,100,0,2,0,106766.0
35,ABW,Aruba,2020-04-27,100,0,2,0,106766.0
36,ABW,Aruba,2020-04-28,100,0,2,0,106766.0
37,ABW,Aruba,2020-04-29,100,0,2,0,106766.0
38,ABW,Aruba,2020-04-30,100,0,2,0,106766.0
39,ABW,Aruba,2020-05-01,100,0,2,0,106766.0
40,ABW,Aruba,2020-05-02,100,0,2,0,106766.0
41,ABW,Aruba,2020-05-03,100,0,2,0,106766.0
42,ABW,Aruba,2020-05-04,100,0,2,0,106766.0
43,ABW,Aruba,2020-05-05,100,0,2,0,106766.0
44,ABW,Aruba,2020-05-06,100,0,2,0,106766.0
45,ABW,Aruba,2020-05-07,101,1,2,0,106766.0
46,ABW,Aruba,2020-05-08,101,0,3,1,106766.0
47,ABW,Aruba,2020-05-09,101,0,3,0,106766.0
48,ABW,Aruba,2020-05-10,101,0,3,0,106766.0
49,ABW,Aruba,2020-05-11,101,0,3,0,106766.0
50,ABW,Aruba,2020-05-12,101,0,3,0,106766.0
51,ABW,Aruba,2020-05-13,101,0,3,0,106766.0
52,ABW,Aruba,2020-05-14,101,0,3,0,106766.0
53,ABW,Aruba,2020-05-15,101,0,3,0,106766.0
54,ABW,Aruba,2020-05-16,101,0,3,0,106766.0
55,ABW,Aruba,2020-05-17,101,0,3,0,106766.0
56,ABW,Aruba,2020-05-18,101,0,3,0,106766.0
57,ABW,Aruba,2020-05-19,101,0,3,0,106766.0
58,ABW,Aruba,2020-05-20,101,0,3,0,106766.0
59,ABW,Aruba,2020-05-21,101,0,3,0,106766.0
60,AFG,Afghanistan,2019-12-31,0,0,0,0,38928341.0
61,AFG,Afghanistan,2020-01-01,0,0,0,0,38928341.0
62,AFG,Afghanistan,2020-01-02,0,0,0,0,38928341.0
63,AFG,Afghanistan,2020-01-03,0,0,0,0,38928341.0
64,AFG,Afghanistan,2020-01-04,0,0,0,0,38928341.0
65,AFG,Afghanistan,2020-01-05,0,0,0,0,38928341.0
66,AFG,Afghanistan,2020-01-06,0,0,0,0,38928341.0
67,AFG,Afghanistan,2020-01-07,0,0,0,0,38928341.0
68,AFG,Afghanistan,2020-01-08,0,0,0,0,38928341.0
69,AFG,Afghanistan,2020-01-09,0,0,0,0,38928341.0
70,AFG,Afghanistan,2020-01-10,0,0,0,0,38928341.0
71,AFG,Afghanistan,2020-01-11,0,0,0,0,38928341.0
72,AFG,Afghanistan,2020-01-12,0,0,0,0,38928341.0
73,AFG,Afghanistan,2020-01-13,0,0,0,0,38928341.0
74,AFG,Afghanistan,2020-01-14,0,0,0,0,38928341.0
75,AFG,Afghanistan,2020-01-15,0,0,0,0,38928341.0
76,AFG,Afghanistan,2020-01-16,0,0,0,0,38928341.0
77,AFG,Afghanistan,2020-01-17,0,0,0,0,38928341.0
78,AFG,Afghanistan,2020-01-18,0,0,0,0,38928341.0
79,AFG,Afghanistan,2020-01-19,0,0,0,0,38928341.0
80,AFG,Afghanistan,2020-01-20,0,0,0,0,38928341.0
81,AFG,Afghanistan,2020-01-21,0,0,0,0,38928341.0
82,AFG,Afghanistan,2020-01-22,0,0,0,0,38928341.0
83,AFG,Afghanistan,2020-01-23,0,0,0,0,38928341.0
84,AFG,Afghanistan,2020-01-24,0,0,0,0,38928341.0
85,AFG,Afghanistan,2020-01-25,0,0,0,0,38928341.0
86,AFG,Afghanistan,2020-01-26,0,0,0,0,38928341.0
87,AFG,Afghanistan,2020-01-27,0,0,0,0,38928341.0
88,AFG,Afghanistan,2020-01-28,0,0,0,0,38928341.0
89,AFG,Afghanistan,2020-01-29,0,0,0,0,38928341.0
90,AFG,Afghanistan,2020-01-30,0,0,0,0,38928341.0
91,AFG,Afghanistan,2020-01-31,0,0,0,0,38928341.0
92,AFG,Afghanistan,2020-02-01,0,0,0,0,38928341.0
93,AFG,Afghanistan,2020-02-02,0,0,0,0,38928341.0
94,AFG,Afghanistan,2020-02-03,0,0,0,0,38928341.0
95,AFG,Afghanistan,2020-02-04,0,0,0,0,38928341.0
96,AFG,Afghanistan,2020-02-05,0,0,0,0,38928341.0
97,AFG,Afghanistan,2020-02-06,0,0,0,0,38928341.0
98,AFG,Afghanistan,2020-02-07,0,0,0,0,38928341.0
99,AFG,Afghanistan,2020-02-08,0,0,0,0,38928341.0
100,AFG,Afghanistan,2020-02-09,0,0,0,0,38928341.0
101,AFG,Afghanistan,2020-02-10,0,0,0,0,38928341.0
102,AFG,Afghanistan,2020-02-11,0,0,0,0,38928341.0
103,AFG,Afghanistan,2020-02-12,0,0,0,0,38928341.0
104,AFG,Afghanistan,2020-02-13,0,0,0,0,38928341.0
105,AFG,Afghanistan,2020-02-14,0,0,0,0,38928341.0
106,AFG,Afghanistan,2020-02-15,0,0,0,0,38928341.0
107,AFG,Afghanistan,2020-02-16,0,0,0,0,38928341.0
108,AFG,Afghanistan,2020-02-17,0,0,0,0,38928341.0
109,AFG,Afghanistan,2020-02-18,0,0,0,0,38928341.0
110,AFG,Afghanistan,2020-02-19,0,0,0,0,38928341.0
111,AFG,Afghanistan,2020-02-20,0,0,0,0,38928341.0
112,AFG,Afghanistan,2020-02-21,0,0,0,0,38928341.0
113,AFG,Afghanistan,2020-02-22,0,0,0,0,38928341.0
114,AFG,Afghanistan,2020-02-23,0,0,0,0,38928341.0
115,AFG,Afghanistan,2020-02-24,0,0,0,0,38928341.0
116,AFG,Afghanistan,2020-02-25,1,1,0,0,38928341.0
117,AFG,Afghanistan,2020-02-26,1,0,0,0,38928341.0
118,AFG,Afghanistan,2020-02-27,1,0,0,0,38928341.0
119,AFG,Afghanistan,2020-02-28,1,0,0,0,38928341.0
120,AFG,Afghanistan,2020-02-29,1,0,0,0,38928341.0
121,AFG,Afghanistan,2020-03-01,1,0,0,0,38928341.0
122,AFG,Afghanistan,2020-03-02,1,0,0,0,38928341.0
123,AFG,Afghanistan,2020-03-08,4,3,0,0,38928341.0
124,AFG,Afghanistan,2020-03-11,7,3,0,0,38928341.0
125,AFG,Afghanistan,2020-03-15,10,3,0,0,38928341.0
126,AFG,Afghanistan,2020-03-16,16,6,0,0,38928341.0
127,AFG,Afghanistan,2020-03-17,21,5,0,0,38928341.0
128,AFG,Afghanistan,2020-03-18,22,1,0,0,38928341.0
129,AFG,Afghanistan,2020-03-19,22,0,0,0,38928341.0
130,AFG,Afghanistan,2020-03-20,22,0,0,0,38928341.0
131,AFG,Afghanistan,2020-03-21,24,2,0,0,38928341.0
132,AFG,Afghanistan,2020-03-22,24,0,0,0,38928341.0
133,AFG,Afghanistan,2020-03-23,34,10,0,0,38928341.0
134,AFG,Afghanistan,2020-03-24,40,6,1,1,38928341.0
135,AFG,Afghanistan,2020-03-25,42,2,1,0,38928341.0
136,AFG,Afghanistan,2020-03-26,75,33,1,0,38928341.0
137,AFG,Afghanistan,2020-03-27,75,0,1,0,38928341.0
138,AFG,Afghanistan,2020-03-28,91,16,2,1,38928341.0
139,AFG,Afghanistan,2020-03-29,106,15,3,1,38928341.0
140,AFG,Afghanistan,2020-03-30,114,8,4,1,38928341.0
141,AFG,Afghanistan,2020-03-31,141,27,4,0,38928341.0
142,AFG,Afghanistan,2020-04-01,166,25,4,0,38928341.0
143,AFG,Afghanistan,2020-04-02,192,26,4,0,38928341.0
144,AFG,Afghanistan,2020-04-03,235,43,4,0,38928341.0
145,AFG,Afghanistan,2020-04-04,235,0,4,0,38928341.0
146,AFG,Afghanistan,2020-04-05,270,35,5,1,38928341.0
147,AFG,Afghanistan,2020-04-06,299,29,7,2,38928341.0
148,AFG,Afghanistan,2020-04-07,337,38,7,0,38928341.0
149,AFG,Afghanistan,2020-04-08,367,30,11,4,38928341.0
150,AFG,Afghanistan,2020-04-09,423,56,14,3,38928341.0
151,AFG,Afghanistan,2020-04-10,484,61,15,1,38928341.0
152,AFG,Afghanistan,2020-04-11,521,37,15,0,38928341.0
153,AFG,Afghanistan,2020-04-12,555,34,18,3,38928341.0
154,AFG,Afghanistan,2020-04-13,607,52,18,0,38928341.0
155,AFG,Afghanistan,2020-04-14,665,58,21,3,38928341.0
156,AFG,Afghanistan,2020-04-15,714,49,23,2,38928341.0
157,AFG,Afghanistan,2020-04-16,784,70,25,2,38928341.0
158,AFG,Afghanistan,2020-04-17,794,10,29,4,38928341.0
159,AFG,Afghanistan,2020-04-18,845,51,30,1,38928341.0
160,AFG,Afghanistan,2020-04-19,908,63,30,0,38928341.0
161,AFG,Afghanistan,2020-04-20,996,88,33,3,38928341.0
162,AFG,Afghanistan,2020-04-21,1031,35,35,2,38928341.0
163,AFG,Afghanistan,2020-04-22,1092,61,36,1,38928341.0
164,AFG,Afghanistan,2020-04-23,1176,84,40,4,38928341.0
165,AFG,Afghanistan,2020-04-24,1281,105,42,2,38928341.0
166,AFG,Afghanistan,2020-04-25,1351,70,43,1,38928341.0
167,AFG,Afghanistan,2020-04-26,1463,112,47,4,38928341.0
168,AFG,Afghanistan,2020-04-27,1531,68,57,10,38928341.0
169,AFG,Afghanistan,2020-04-28,1703,172,57,0,38928341.0
170,AFG,Afghanistan,2020-04-29,1827,124,60,3,38928341.0
171,AFG,Afghanistan,2020-04-30,1949,122,60,0,38928341.0
172,AFG,Afghanistan,2020-05-01,2171,222,64,4,38928341.0
173,AFG,Afghanistan,2020-05-02,2335,164,68,4,38928341.0
174,AFG,Afghanistan,2020-05-03,2469,134,72,4,38928341.0
175,AFG,Afghanistan,2020-05-04,2704,235,85,13,38928341.0
176,AFG,Afghanistan,2020-05-05,2894,190,90,5,38928341.0
177,AFG,Afghanistan,2020-05-06,3224,330,95,5,38928341.0
178,AFG,Afghanistan,2020-05-07,3392,168,104,9,38928341.0
179,AFG,Afghanistan,2020-05-08,3563,171,106,2,38928341.0
180,AFG,Afghanistan,2020-05-09,3778,215,109,3,38928341.0
181,AFG,Afghanistan,2020-05-10,4033,255,115,6,38928341.0
182,AFG,Afghanistan,2020-05-11,4402,369,120,5,38928341.0
183,AFG,Afghanistan,2020-05-12,4687,285,122,2,38928341.0
184,AFG,Afghanistan,2020-05-13,4967,280,127,5,38928341.0
185,AFG,Afghanistan,2020-05-14,5226,259,130,3,38928341.0
186,AFG,Afghanistan,2020-05-15,5339,113,136,6,38928341.0
187,AFG,Afghanistan,2020-05-16,6402,1063,168,32,38928341.0
188,AFG,Afghanistan,2020-05-17,6402,0,168,0,38928341.0
189,AFG,Afghanistan,2020-05-18,6664,262,169,1,38928341.0
190,AFG,Afghanistan,2020-05-19,7072,408,173,4,38928341.0
191,AFG,Afghanistan,2020-05-20,7653,581,178,5,38928341.0
192,AFG,Afghanistan,2020-05-21,8145,492,187,9,38928341.0
193,AGO,Angola,2020-03-22,2,2,0,0,32866268.0
194,AGO,Angola,2020-03-23,2,0,0,0,32866268.0
195,AGO,Angola,2020-03-24,2,0,0,0,32866268.0
196,AGO,Angola,2020-03-25,2,0,0,0,32866268.0
197,AGO,Angola,2020-03-26,2,0,0,0,32866268.0
198,AGO,Angola,2020-03-27,3,1,0,0,32866268.0
199,AGO,Angola,2020-03-28,4,1,0,0,32866268.0
200,AGO,Angola,2020-03-29,4,0,0,0,32866268.0
201,AGO,Angola,2020-03-30,7,3,2,2,32866268.0
202,AGO,Angola,2020-03-31,7,0,2,0,32866268.0
203,AGO,Angola,2020-04-01,7,0,2,0,32866268.0
204,AGO,Angola,2020-04-02,8,1,2,0,32866268.0
205,AGO,Angola,2020-04-03,8,0,2,0,32866268.0
206,AGO,Angola,2020-04-04,8,0,2,0,32866268.0
207,AGO,Angola,2020-04-05,10,2,2,0,32866268.0
208,AGO,Angola,2020-04-06,14,4,2,0,32866268.0
209,AGO,Angola,2020-04-07,16,2,2,0,32866268.0
210,AGO,Angola,2020-04-08,17,1,2,0,32866268.0
211,AGO,Angola,2020-04-09,19,2,2,0,32866268.0
212,AGO,Angola,2020-04-10,19,0,2,0,32866268.0
213,AGO,Angola,2020-04-11,19,0,2,0,32866268.0
214,AGO,Angola,2020-04-12,19,0,2,0,32866268.0
215,AGO,Angola,2020-04-13,19,0,2,0,32866268.0
216,AGO,Angola,2020-04-14,19,0,2,0,32866268.0
217,AGO,Angola,2020-04-15,19,0,2,0,32866268.0
218,AGO,Angola,2020-04-16,19,0,2,0,32866268.0
219,AGO,Angola,2020-04-17,19,0,2,0,32866268.0
220,AGO,Angola,2020-04-18,19,0,2,0,32866268.0
221,AGO,Angola,2020-04-19,24,5,2,0,32866268.0
222,AGO,Angola,2020-04-20,24,0,2,0,32866268.0
223,AGO,Angola,2020-04-21,24,0,2,0,32866268.0
224,AGO,Angola,2020-04-22,24,0,2,0,32866268.0
225,AGO,Angola,2020-04-23,24,0,2,0,32866268.0
226,AGO,Angola,2020-04-24,25,1,2,0,32866268.0
227,AGO,Angola,2020-04-25,25,0,2,0,32866268.0
228,AGO,Angola,2020-04-26,25,0,2,0,32866268.0
229,AGO,Angola,2020-04-27,26,1,2,0,32866268.0
230,AGO,Angola,2020-04-28,27,1,2,0,32866268.0
231,AGO,Angola,2020-04-29,27,0,2,0,32866268.0
232,AGO,Angola,2020-04-30,27,0,2,0,32866268.0
233,AGO,Angola,2020-05-01,27,0,2,0,32866268.0
234,AGO,Angola,2020-05-02,29,2,2,0,32866268.0
235,AGO,Angola,2020-05-03,35,6,2,0,32866268.0
236,AGO,Angola,2020-05-04,35,0,2,0,32866268.0
237,AGO,Angola,2020-05-05,35,0,2,0,32866268.0
238,AGO,Angola,2020-05-06,36,1,2,0,32866268.0
239,AGO,Angola,2020-05-07,36,0,2,0,32866268.0
240,AGO,Angola,2020-05-08,36,0,2,0,32866268.0
241,AGO,Angola,2020-05-09,43,7,2,0,32866268.0
242,AGO,Angola,2020-05-10,43,0,2,0,32866268.0
243,AGO,Angola,2020-05-11,45,2,2,0,32866268.0
244,AGO,Angola,2020-05-12,45,0,2,0,32866268.0
245,AGO,Angola,2020-05-13,45,0,2,0,32866268.0
246,AGO,Angola,2020-05-14,45,0,2,0,32866268.0
247,AGO,Angola,2020-05-15,48,3,2,0,32866268.0
248,AGO,Angola,2020-05-16,48,0,2,0,32866268.0
249,AGO,Angola,2020-05-17,48,0,2,0,32866268.0
250,AGO,Angola,2020-05-18,48,0,2,0,32866268.0
251,AGO,Angola,2020-05-19,48,0,2,0,32866268.0
252,AGO,Angola,2020-05-20,50,2,2,0,32866268.0
253,AGO,Angola,2020-05-21,52,2,3,1,32866268.0
254,AIA,Anguilla,2020-03-27,2,2,0,0,15002.0
255,AIA,Anguilla,2020-03-28,2,0,0,0,15002.0
256,AIA,Anguilla,2020-03-29,2,0,0,0,15002.0
257,AIA,Anguilla,2020-03-30,2,0,0,0,15002.0
258,AIA,Anguilla,2020-03-31,2,0,0,0,15002.0
259,AIA,Anguilla,2020-04-01,2,0,0,0,15002.0
260,AIA,Anguilla,2020-04-02,2,0,0,0,15002.0
261,AIA,Anguilla,2020-04-03,3,1,0,0,15002.0
262,AIA,Anguilla,2020-04-04,3,0,0,0,15002.0
263,AIA,Anguilla,2020-04-05,3,0,0,0,15002.0
264,AIA,Anguilla,2020-04-06,3,0,0,0,15002.0
265,AIA,Anguilla,2020-04-07,3,0,0,0,15002.0
266,AIA,Anguilla,2020-04-08,3,0,0,0,15002.0
267,AIA,Anguilla,2020-04-09,3,0,0,0,15002.0
268,AIA,Anguilla,2020-04-10,3,0,0,0,15002.0
269,AIA,Anguilla,2020-04-11,3,0,0,0,15002.0
270,AIA,Anguilla,2020-04-12,3,0,0,0,15002.0
271,AIA,Anguilla,2020-04-13,3,0,0,0,15002.0
272,AIA,Anguilla,2020-04-14,3,0,0,0,15002.0
273,AIA,Anguilla,2020-04-15,3,0,0,0,15002.0
274,AIA,Anguilla,2020-04-16,3,0,0,0,15002.0
275,AIA,Anguilla,2020-04-17,3,0,0,0,15002.0
276,AIA,Anguilla,2020-04-18,3,0,0,0,15002.0
277,AIA,Anguilla,2020-04-19,3,0,0,0,15002.0
278,AIA,Anguilla,2020-04-20,3,0,0,0,15002.0
279,AIA,Anguilla,2020-04-21,3,0,0,0,15002.0
280,AIA,Anguilla,2020-04-22,3,0,0,0,15002.0
281,AIA,Anguilla,2020-04-23,3,0,0,0,15002.0
282,AIA,Anguilla,2020-04-24,3,0,0,0,15002.0
283,AIA,Anguilla,2020-04-25,3,0,0,0,15002.0
284,AIA,Anguilla,2020-04-26,3,0,0,0,15002.0
285,AIA,Anguilla,2020-04-27,3,0,0,0,15002.0
286,AIA,Anguilla,2020-04-28,3,0,0,0,15002.0
287,AIA,Anguilla,2020-04-29,3,0,0,0,15002.0
288,AIA,Anguilla,2020-04-30,3,0,0,0,15002.0
289,AIA,Anguilla,2020-05-01,3,0,0,0,15002.0
290,AIA,Anguilla,2020-05-02,3,0,0,0,15002.0
291,AIA,Anguilla,2020-05-03,3,0,0,0,15002.0
292,AIA,Anguilla,2020-05-04,3,0,0,0,15002.0
293,AIA,Anguilla,2020-05-05,3,0,0,0,15002.0
294,AIA,Anguilla,2020-05-06,3,0,0,0,15002.0
295,AIA,Anguilla,2020-05-07,3,0,0,0,15002.0
296,AIA,Anguilla,2020-05-08,3,0,0,0,15002.0
297,AIA,Anguilla,2020-05-09,3,0,0,0,15002.0
298,AIA,Anguilla,2020-05-10,3,0,0,0,15002.0
299,AIA,Anguilla,2020-05-11,3,0,0,0,15002.0
300,AIA,Anguilla,2020-05-12,3,0,0,0,15002.0
301,AIA,Anguilla,2020-05-13,3,0,0,0,15002.0
302,AIA,Anguilla,2020-05-14,3,0,0,0,15002.0
303,AIA,Anguilla,2020-05-15,3,0,0,0,15002.0
304,AIA,Anguilla,2020-05-16,3,0,0,0,15002.0
305,AIA,Anguilla,2020-05-17,3,0,0,0,15002.0
306,AIA,Anguilla,2020-05-18,3,0,0,0,15002.0
307,AIA,Anguilla,2020-05-19,3,0,0,0,15002.0
308,AIA,Anguilla,2020-05-20,3,0,0,0,15002.0
309,AIA,Anguilla,2020-05-21,3,0,0,0,15002.0
310,ALB,Albania,2020-03-09,2,2,0,0,2877800.0
311,ALB,Albania,2020-03-10,6,4,0,0,2877800.0
312,ALB,Albania,2020-03-11,10,4,0,0,2877800.0
313,ALB,Albania,2020-03-12,11,1,1,1,2877800.0
314,ALB,Albania,2020-03-13,23,12,1,0,2877800.0
315,ALB,Albania,2020-03-14,33,10,1,0,2877800.0
316,ALB,Albania,2020-03-15,38,5,1,0,2877800.0
317,ALB,Albania,2020-03-16,42,4,1,0,2877800.0
318,ALB,Albania,2020-03-17,51,9,1,0,2877800.0
319,ALB,Albania,2020-03-18,55,4,1,0,2877800.0
320,ALB,Albania,2020-03-19,59,4,2,1,2877800.0
321,ALB,Albania,2020-03-20,70,11,2,0,2877800.0
322,ALB,Albania,2020-03-21,70,0,2,0,2877800.0
323,ALB,Albania,2020-03-22,76,6,2,0,2877800.0
324,ALB,Albania,2020-03-23,89,13,2,0,2877800.0
325,ALB,Albania,2020-03-24,100,11,4,2,2877800.0
326,ALB,Albania,2020-03-25,123,23,5,1,2877800.0
327,ALB,Albania,2020-03-26,146,23,5,0,2877800.0
328,ALB,Albania,2020-03-27,174,28,6,1,2877800.0
329,ALB,Albania,2020-03-28,186,12,9,3,2877800.0
330,ALB,Albania,2020-03-29,197,11,10,1,2877800.0
331,ALB,Albania,2020-03-30,212,15,10,0,2877800.0
332,ALB,Albania,2020-03-31,223,11,12,2,2877800.0
333,ALB,Albania,2020-04-01,243,20,15,3,2877800.0
334,ALB,Albania,2020-04-02,259,16,15,0,2877800.0
335,ALB,Albania,2020-04-03,277,18,16,1,2877800.0
336,ALB,Albania,2020-04-04,304,27,17,1,2877800.0
337,ALB,Albania,2020-04-05,333,29,19,2,2877800.0
338,ALB,Albania,2020-04-06,361,28,21,2,2877800.0
339,ALB,Albania,2020-04-07,377,16,22,1,2877800.0
340,ALB,Albania,2020-04-08,383,6,22,0,2877800.0
341,ALB,Albania,2020-04-09,400,17,22,0,2877800.0
342,ALB,Albania,2020-04-10,409,9,23,1,2877800.0
343,ALB,Albania,2020-04-11,416,7,23,0,2877800.0
344,ALB,Albania,2020-04-12,433,17,23,0,2877800.0
345,ALB,Albania,2020-04-13,446,13,23,0,2877800.0
346,ALB,Albania,2020-04-14,467,21,23,0,2877800.0
347,ALB,Albania,2020-04-15,475,8,24,1,2877800.0
348,ALB,Albania,2020-04-16,494,19,25,1,2877800.0
349,ALB,Albania,2020-04-17,518,24,26,1,2877800.0
350,ALB,Albania,2020-04-18,539,21,26,0,2877800.0
351,ALB,Albania,2020-04-19,548,9,26,0,2877800.0
352,ALB,Albania,2020-04-20,562,14,26,0,2877800.0
353,ALB,Albania,2020-04-21,584,22,26,0,2877800.0
354,ALB,Albania,2020-04-22,609,25,26,0,2877800.0
355,ALB,Albania,2020-04-23,634,25,27,1,2877800.0
356,ALB,Albania,2020-04-24,663,29,27,0,2877800.0
357,ALB,Albania,2020-04-25,678,15,27,0,2877800.0
358,ALB,Albania,2020-04-26,712,34,27,0,2877800.0
359,ALB,Albania,2020-04-27,726,14,28,1,2877800.0
360,ALB,Albania,2020-04-28,736,10,28,0,2877800.0
361,ALB,Albania,2020-04-29,750,14,30,2,2877800.0
362,ALB,Albania,2020-04-30,766,16,31,1,2877800.0
363,ALB,Albania,2020-05-01,773,7,31,0,2877800.0
364,ALB,Albania,2020-05-02,782,9,31,0,2877800.0
365,ALB,Albania,2020-05-03,789,7,31,0,2877800.0
366,ALB,Albania,2020-05-04,795,6,31,0,2877800.0
367,ALB,Albania,2020-05-05,803,8,31,0,2877800.0
368,ALB,Albania,2020-05-06,820,17,31,0,2877800.0
369,ALB,Albania,2020-05-07,832,12,31,0,2877800.0
370,ALB,Albania,2020-05-08,842,10,31,0,2877800.0
371,ALB,Albania,2020-05-09,850,8,31,0,2877800.0
372,ALB,Albania,2020-05-10,856,6,31,0,2877800.0
373,ALB,Albania,2020-05-11,868,12,31,0,2877800.0
374,ALB,Albania,2020-05-12,872,4,31,0,2877800.0
375,ALB,Albania,2020-05-13,876,4,31,0,2877800.0
376,ALB,Albania,2020-05-14,880,4,31,0,2877800.0
377,ALB,Albania,2020-05-15,898,18,31,0,2877800.0
378,ALB,Albania,2020-05-16,916,18,31,0,2877800.0
379,ALB,Albania,2020-05-17,933,17,31,0,2877800.0
380,ALB,Albania,2020-05-18,946,13,31,0,2877800.0
381,ALB,Albania,2020-05-19,948,2,31,0,2877800.0
382,ALB,Albania,2020-05-20,949,1,31,0,2877800.0
383,ALB,Albania,2020-05-21,964,15,31,0,2877800.0
384,AND,Andorra,2020-03-03,1,1,0,0,77265.0
385,AND,Andorra,2020-03-14,2,1,0,0,77265.0
386,AND,Andorra,2020-03-16,5,3,0,0,77265.0
387,AND,Andorra,2020-03-17,14,9,0,0,77265.0
388,AND,Andorra,2020-03-18,14,0,0,0,77265.0
389,AND,Andorra,2020-03-19,53,39,0,0,77265.0
390,AND,Andorra,2020-03-20,75,22,0,0,77265.0
391,AND,Andorra,2020-03-21,75,0,0,0,77265.0
392,AND,Andorra,2020-03-22,88,13,0,0,77265.0
393,AND,Andorra,2020-03-23,113,25,0,0,77265.0
394,AND,Andorra,2020-03-24,133,20,0,0,77265.0
395,AND,Andorra,2020-03-25,164,31,0,0,77265.0
396,AND,Andorra,2020-03-26,188,24,0,0,77265.0
397,AND,Andorra,2020-03-27,224,36,3,3,77265.0
398,AND,Andorra,2020-03-28,267,43,3,0,77265.0
399,AND,Andorra,2020-03-29,308,41,4,1,77265.0
400,AND,Andorra,2020-03-30,334,26,6,2,77265.0
401,AND,Andorra,2020-03-31,370,36,8,2,77265.0
402,AND,Andorra,2020-04-01,376,6,12,4,77265.0
403,AND,Andorra,2020-04-02,390,14,14,2,77265.0
404,AND,Andorra,2020-04-03,428,38,15,1,77265.0
405,AND,Andorra,2020-04-04,439,11,16,1,77265.0
406,AND,Andorra,2020-04-05,466,27,17,1,77265.0
407,AND,Andorra,2020-04-06,501,35,18,1,77265.0
408,AND,Andorra,2020-04-07,526,25,21,3,77265.0
409,AND,Andorra,2020-04-08,545,19,22,1,77265.0
410,AND,Andorra,2020-04-09,564,19,23,1,77265.0
411,AND,Andorra,2020-04-10,583,19,25,2,77265.0
412,AND,Andorra,2020-04-11,601,18,26,1,77265.0
413,AND,Andorra,2020-04-12,622,21,28,2,77265.0
414,AND,Andorra,2020-04-13,638,16,29,1,77265.0
415,AND,Andorra,2020-04-14,646,8,29,0,77265.0
416,AND,Andorra,2020-04-15,659,13,31,2,77265.0
417,AND,Andorra,2020-04-16,673,14,33,2,77265.0
418,AND,Andorra,2020-04-17,682,9,33,0,77265.0
419,AND,Andorra,2020-04-18,696,14,35,2,77265.0
420,AND,Andorra,2020-04-19,704,8,35,0,77265.0
421,AND,Andorra,2020-04-20,713,9,36,1,77265.0
422,AND,Andorra,2020-04-21,717,4,36,0,77265.0
423,AND,Andorra,2020-04-22,717,0,37,1,77265.0
424,AND,Andorra,2020-04-23,723,6,37,0,77265.0
425,AND,Andorra,2020-04-24,724,1,37,0,77265.0
426,AND,Andorra,2020-04-25,731,7,40,3,77265.0
427,AND,Andorra,2020-04-26,733,2,40,0,77265.0
428,AND,Andorra,2020-04-27,740,7,40,0,77265.0
429,AND,Andorra,2020-04-28,743,3,40,0,77265.0
430,AND,Andorra,2020-04-29,743,0,41,1,77265.0
431,AND,Andorra,2020-04-30,743,0,42,1,77265.0
432,AND,Andorra,2020-05-01,745,2,42,0,77265.0
433,AND,Andorra,2020-05-02,746,1,43,1,77265.0
434,AND,Andorra,2020-05-03,747,1,44,1,77265.0
435,AND,Andorra,2020-05-04,748,1,45,1,77265.0
